Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
TAC KBP English temporal slot filling : comprehensive training and evaluation data 2011 and 2013,"Linguistic dataset related to TAC KBP English temporal slot filling : comprehensive training and evaluation data 2011 and 2013. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155597933408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP entity discovery and linking : comprehensive evaluation data 2016-2017,"Linguistic dataset related to TAC KBP entity discovery and linking : comprehensive evaluation data 2016-2017. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155835663408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP entity discovery and linking : comprehensive training and evaluation data 2014-2015,"Linguistic dataset related to TAC KBP entity discovery and linking : comprehensive training and evaluation data 2014-2015. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155797593408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP evaluation source corpora 2016-2017,"Linguistic dataset related to TAC KBP evaluation source corpora 2016-2017. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155827883408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP Spanish cross-lingual entity linking - comprehensive training and evaluation data 2012-2014,"Linguistic dataset related to TAC KBP Spanish cross-lingual entity linking - comprehensive training and evaluation data 2012-2014. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132070823408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC relation extraction dataset,"Dataset related to TAC relation extraction dataset. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155796403408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
The 1% sample Longitudinal Employee-Employer Data file,"Dataset related to The 1% sample Longitudinal Employee-Employer Data file. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",http://ssrs.yale.edu/data/SSDA/leed/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Business & Economics,Dataset,Hosted by Yale Library,Yale Library
The Child Subglottal Resonances Database,"Dataset related to The Child Subglottal Resonances Database. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99164936773408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
The DKU-JNU-EMA electromagnetic articulography database,"Dataset related to The DKU-JNU-EMA electromagnetic articulography database. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155779393408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
"The emerging hydroponics industry : hydroponics systems, issues, crop values, and market forecast through 2018","Dataset related to The emerging hydroponics industry : hydroponics systems, issues, crop values, and market forecast through 2018. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99123328803408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Business & Economics; Energy & Environment,Dataset,Hosted by Yale Library,Yale Library
The EventStatus corpus,"Dataset related to The EventStatus corpus. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99135059043408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
"The major-party presidential vote in U.S. House district elections, 1956-2004 corrections to a dataset","Dataset related to The major-party presidential vote in U.S. House district elections, 1956-2004 corrections to a dataset. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99105223263408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Government & Public Policy,Dataset,Hosted by Yale Library,Yale Library
The R & D master file,"Dataset related to The R & D master file. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=998909433408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
The United Nations energy statistics database,"Linguistic dataset related to The United Nations energy statistics database. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",http://ssrs.yale.edu/data/SSDA/UN/UN-EnergyStats/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Government & Public Policy,Linguistic Data,Hosted by Yale Library,Yale Library
Third DIHARD challenge development,"Linguistic dataset related to Third DIHARD challenge development. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99164937093408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Third DIHARD challenge evaluation,"Linguistic dataset related to Third DIHARD challenge evaluation. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99165721463408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
"Town map of India : digital map of town point of India, ..","Geospatial dataset related to Town map of India : digital map of town point of India. Hosted by Yale Library for mapping, spatial analysis, and place-based research.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99125170753408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,GIS & Spatial Data; Social Sciences,Geospatial Data,Hosted by Yale Library,Yale Library
Treebank-2,"Linguistic dataset related to Treebank-2. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155846763408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
Treebank-3,"Linguistic dataset related to Treebank-3. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99127505533408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
