Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
Polish speech database,Language or annotated text dataset related to Polish speech database.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155780133408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Pollmap of India,Geospatial dataset related to Pollmap of India.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99104301713408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,GIS & Spatial Data; Social Sciences,Geospatial Data,Hosted by Yale Library,Yale Library
Power outage historical data,Research dataset covering Power outage historical data.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99159673333408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Presidential results by congressional district,Research dataset covering Presidential results by congressional district.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99104728793408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Government & Public Policy,Dataset,Hosted by Yale Library,Yale Library
Presidential results by county,Research dataset covering Presidential results by county.,http://ssrs.yale.edu/data/SSDA/POLIDATA/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Government & Public Policy,Dataset,Hosted by Yale Library,Yale Library
Proposition bank I,Research dataset covering Proposition bank I.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99127511103408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Business & Economics,Dataset,Hosted by Yale Library,Yale Library
Qatari Corpus of argumentative writing,Research dataset covering Qatari Corpus of argumentative writing.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163427083408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
RATS low speech density,Language or annotated text dataset related to RATS low speech density.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171457673408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
RATS speaker identification,Language or annotated text dataset related to RATS speaker identification.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163097063408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
REMIX telephone collection,Language or annotated text dataset related to REMIX telephone collection.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99168749443408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Rhythm and pitch,Research dataset covering Rhythm and pitch.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155737953408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Richer event description,Research dataset covering Richer event description.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132011493408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Rime-Cantonese : a normalized Cantonese Jyutping lexicon,Language or annotated text dataset related to Rime-Cantonese : a normalized Cantonese Jyutping lexicon.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99164817093408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
RST continuity corpus,Research dataset covering RST continuity corpus.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99175430853408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
RST discourse treebank,Linguistic Data Consortium dataset related to RST discourse treebank.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99127506493408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
SDP 2014 & 2015 : broad coverage semantic dependency parsing,Language or annotated text dataset related to SDP 2014 & 2015 : broad coverage semantic dependency parsing.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132009623408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Second DIHARD challenge development : eleven sources,Linguistic Data Consortium dataset related to Second DIHARD challenge development : eleven sources.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163100893408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Second DIHARD challenge evaluation : eleven sources,Linguistic Data Consortium dataset related to Second DIHARD challenge evaluation : eleven sources.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163427163408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Selected demographic factors by congressional district,Research dataset covering Selected demographic factors by congressional district.,http://ssrs.yale.edu/data/SSDA/POLIDATA/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Government & Public Policy,Dataset,Hosted by Yale Library,Yale Library
SPADE,Research dataset covering SPADE.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155789683408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Speech sentiment annotations,Language or annotated text dataset related to Speech sentiment annotations.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155634403408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"SRDS circulation dataset, 2003-2019","Research dataset covering SRDS circulation dataset, 2003-2019.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99167728713408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
SRI-FRTIV,Research dataset covering SRI-FRTIV.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155735253408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
State exports/port database,Research dataset covering State exports/port database.,http://ssrs.yale.edu/data/SSDA/census/Foreign_Trade/State_Data/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Business & Economics,Dataset,Hosted by Yale Library,Yale Library
TAC KBP belief and sentiment : comprehensive training and evaluation data 2016-2017,Linguistic Data Consortium dataset related to TAC KBP belief and sentiment : comprehensive training and evaluation data 2016-2017.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99169964713408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP Chinese cross-lingual entity linking : comprehensive training and evaluation data 2011-2014,Linguistic Data Consortium dataset related to TAC KBP Chinese cross-lingual entity linking : comprehensive training and evaluation data 2011-2014.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155785363408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP Chinese regular slot filling : comprehensive training and evaluation data 2014,Linguistic Data Consortium dataset related to TAC KBP Chinese regular slot filling : comprehensive training and evaluation data 2014.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155827303408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP cold start : comprehensive evaluation data 2012-2017,Linguistic Data Consortium dataset related to TAC KBP cold start : comprehensive evaluation data 2012-2017.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155834723408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP comprehensive English source corpora 2009-2014,Linguistic Data Consortium dataset related to TAC KBP comprehensive English source corpora 2009-2014.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155789303408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP English entity linking : comprehensive training and evaluation data 2009-2013,Linguistic Data Consortium dataset related to TAC KBP English entity linking : comprehensive training and evaluation data 2009-2013.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155793633408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
